Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,11/10/2025,IN-N-OUTLV-BLUEDIAMOND LAS VEGAS NV          11/07,-12.03,DEBIT_CARD,28981.74,
DEBIT,06/16/2025,CHIPOTLE 4607 ENTERPRISE NV                  06/13,-12.03,DEBIT_CARD,14758.37,
DEBIT,02/17/2026,DOLLARTREE SEATTLE WA                061204  02/15,-12.05,DEBIT_CARD,15122.4,
DEBIT,06/04/2025,APPLE CASH SENT MONE 1INFINITELOOP CA        06/03,-12.05,DEBIT_CARD,12627.34,
DEBIT,08/25/2025,LOWE'S #2561 KENT WA                 200969  08/25,-12.1,DEBIT_CARD,19739.31,
DEBIT,01/12/2026,STAPLES 1337 BURIEN WA               760845  01/10,-12.12,DEBIT_CARD,13832.26,
DEBIT,05/04/2026,ALADDIN CHARBURGER SEATTLE WA                04/30,-12.13,DEBIT_CARD,11499.57,
DEBIT,03/26/2026,Amazon.com*BG4MZ19J2 Amzn.com/bill WA        03/26,-12.16,DEBIT_CARD,8858.3,
DEBIT,09/12/2025,CHIPOTLE 4607 LAS VEGAS NV                   09/11,-12.19,DEBIT_CARD,24581.47,
DEBIT,01/12/2026,WENDYS 1556 SEATTLE WA                       01/10,-12.45,DEBIT_CARD,13819.81,
DEBIT,06/02/2025,PANDA EXPRESS #1720 P olo.com NV             05/31,-12.46,DEBIT_CARD,13412.62,
DEBIT,05/07/2025,SPROUTS FARMERS MARKET LAS VEGAS NV  787265  05/07,-12.48,DEBIT_CARD,50813.19,
DEBIT,12/02/2024,ARCO#83941ASLE SERVICE SEATTLE WA            11/30,-12.49,DEBIT_CARD,37193.77,
DEBIT,02/19/2026,Ashoor Restaurant MAKKAH                     02/17 Saudi Riyal47.00 X 0.2665957 (EXCHG RTE),-12.53,DEBIT_CARD,14788.88,
DEBIT,12/16/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  702793  12/16,-12.57,DEBIT_CARD,8873.97,
DEBIT,09/02/2025,IMPACT CONCESSIONS 2/1 BELLEVUE WA           08/30,-12.6,DEBIT_CARD,20666.81,
DEBIT,10/20/2025,SHELL OIL 12761736003 RIVERSIDE CA           10/18,-12.81,DEBIT_CARD,25114.34,
DEBIT,06/01/2026,CHICK-FIL-A #03251 425-673-7132 WA           05/28,-12.83,DEBIT_CARD,21033.14,
DEBIT,03/06/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  324442  03/05,-12.83,DEBIT_CARD,45505.14,
DEBIT,12/30/2024,SMITHS FOOD #436 10600 LAS VEGAS NV  642537  12/29,-12.85,DEBIT_CARD,43582.21,
DEBIT,01/05/2026,TACO BELL 031915 LAS VEGAS NV                01/04,-12.87,DEBIT_CARD,13645.32,
DEBIT,01/21/2025,SQ *TURN DOUGH ICE CRE Los Angeles CA        01/18,-12.9,DEBIT_CARD,44420.95,
DEBIT,03/17/2026,SHARIF GROCERY AND HAL SEATTLE WA    465153  03/17,-12.97,DEBIT_CARD,11399.22,
DEBIT,11/24/2025,ALBERTSONS #0332 LAS VEGAS NV                11/22,-12.98,DEBIT_CARD,14130.67,
DEBIT,05/26/2026,TST* HOUSTON HOT CHIC 206-823-2768 WA        05/25,-12.99,DEBIT_CARD,16671.8,
DEBIT,01/17/2025,AMAZON MKTPL*Z538956 Amzn.com/bill WA        01/16,-12.99,DEBIT_CARD,44457.14,
DEBIT,04/22/2026,EZELLS FAMOUS CHICKEN S SEATTLE WA           04/22,-13.01,DEBIT_CARD,9679.36,
DEBIT,09/02/2025,ALADDIN GYRO RESTAURANT SEATTLE WA           08/30,-13.01,DEBIT_CARD,20651.28,
DEBIT,05/11/2026,SAFEWAY #1993 SEATTLE WA                     05/09,-13.1,DEBIT_CARD,14293.58,
DEBIT,04/21/2026,QUICK PACK FOOD MART SEATTLE WA              04/20,-13.21,DEBIT_CARD,9759.63,
DEBIT,03/16/2026,EAST AFRICAN IMPORTS SEATTLE WA              03/12,-13.23,DEBIT_CARD,12055.62,
DEBIT,04/28/2025,CHIPOTLE 4607 ENTERPRISE NV                  04/27,-13.28,DEBIT_CARD,50877.54,
DEBIT,11/12/2024,MCDONALD'S F4891 SEATTLE WA                  11/11,-13.31,DEBIT_CARD,37297.29,
DEBIT,01/09/2025,SPEEDEE MART 115 LAS VEGAS NV        843400  01/09,-13.37,DEBIT_CARD,39981.45,
DEBIT,07/28/2025,DAIRY QUEEN #15435 LAS VEGAS NV              07/25,-13.42,DEBIT_CARD,19722.22,
DEBIT,11/14/2024,WALGREENS STORE 4412 R SEATTLE WA    546823  11/13,-13.44,DEBIT_CARD,36741.1,
DEBIT,01/21/2025,WALGREENS STORE 10510 LAS VEGAS NV   707397  01/17,-13.45,DEBIT_CARD,44443.69,
DEBIT,12/16/2024,UW RECREATION IMA SEATTLE WA                 12/13,-13.5,DEBIT_CARD,44063.28,
DEBIT,06/02/2025,SPEEDEE MART 115 LAS VEGAS NV        493598  05/30,-13.55,DEBIT_CARD,16014.03,
DEBIT,03/31/2025,SQ *PHIN SMITH Las Vegas NV                  03/30,-13.55,DEBIT_CARD,47612.21,
DEBIT,01/13/2026,QDOBA 1775 SEATTLE WA                        01/11,-13.63,DEBIT_CARD,13823.82,
DEBIT,07/28/2025,EZELLS FAMOUS CHICKEN R SEATTLE WA           07/27,-13.67,DEBIT_CARD,19638.47,
DEBIT,04/15/2025,RIVAS MEXICAN GRILL 11 LAS VEGAS NV          04/13,-13.71,DEBIT_CARD,48772.61,
DEBIT,11/10/2025,YOGURTLAND LAS VEGAS T 702-8221000 NV        11/08,-13.73,DEBIT_CARD,28923.7,
DEBIT,08/20/2025,CINEMARK 486 RSTBAR Las Vegas NV             08/20,-13.76,DEBIT_CARD,21559.66,
DEBIT,05/12/2025,WALGREENS STORE 10510 LAS VEGAS NV   529789  05/10,-13.8,DEBIT_CARD,41743.87,
DEBIT,06/13/2025,TACO BELL 031915 LAS VEGAS NV                06/13,-13.83,DEBIT_CARD,14869.34,
DEBIT,08/28/2025,OASIS TEA ZONE - CHINAT SEATTLE WA           08/27,-13.85,DEBIT_CARD,19439.62,
DEBIT,05/01/2026,BOBA UP SEATTLE WA                           05/01,-14,DEBIT_CARD,15232.7,
DEBIT,04/20/2026,UW RECREATION IMA SEATTLE WA                 04/17,-14,DEBIT_CARD,9821.63,
DEBIT,02/17/2026,SQ *MOLLY MOON'S COLUMB Seattle WA           02/13,-14.04,DEBIT_CARD,15243.57,
DEBIT,03/13/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  443631  03/13,-14.07,DEBIT_CARD,45937.59,
DEBIT,04/14/2026,MADRONA GROCERY OUT SEATTLE WA               04/13,-14.08,DEBIT_CARD,9612.26,
DEBIT,03/07/2025,WINGSTOP 1559 LAS VEGAS NV                   03/07,-14.08,DEBIT_CARD,45482.59,
DEBIT,12/22/2025,TKS BOBA LAS VEGAS NV                        12/21,-14.09,DEBIT_CARD,11335.29,
DEBIT,11/17/2025,POPEYES 10620 RJONES@AMIRIA NV               11/15,-14.09,DEBIT_CARD,28384.48,
DEBIT,10/17/2025,DOLLAR TREE LAS VEGAS NV             036409  10/17,-14.21,DEBIT_CARD,25407.44,
DEBIT,04/14/2025,LEVEL UP CREAMERY & BOB LAS VEGAS NV         04/12,-14.25,DEBIT_CARD,49080.82,
DEBIT,08/04/2025,SIDRA MARKET LAS VEGAS NV                    08/03,-14.29,DEBIT_CARD,22497.39,
DEBIT,09/22/2025,CHICKO CHICKEN BURIEN BURIEN WA              09/19,-14.3,DEBIT_CARD,22642.96,
DEBIT,06/01/2026,SAFEWAY #1993 SEATTLE WA                     05/29,-14.33,DEBIT_CARD,20838.9,
DEBIT,05/26/2026,ALADDINGYRO ALADDINGYRO.C WA                 05/23,-14.35,DEBIT_CARD,16929.29,
DEBIT,09/15/2025,BURRITO TYME NORTH LAS VEG NV                09/12,-14.4,DEBIT_CARD,24613.32,
DEBIT,02/19/2025,JACK IN THE BOX 7280 LAS VEGAS NV            02/18,-14.4,DEBIT_CARD,43446.47,
DEBIT,07/30/2025,WINGSTOP 1046 714-676-3137 WA                07/29,-14.42,DEBIT_CARD,19497.33,
DEBIT,09/08/2025,CHIPOTLE 4607 LAS VEGAS NV                   09/05,-14.47,DEBIT_CARD,22294.35,
DEBIT,01/20/2026,SUSHI NEKO LAS VEGAS NV                      01/18,-14.55,DEBIT_CARD,16106.13,
DEBIT,05/13/2025,PANDA EXPRESS #2458 LAS VEGAS NV             05/12,-14.63,DEBIT_CARD,41626.55,
DEBIT,12/17/2025,WALMART PAY LAS VEGAS NV                     12/17,-14.7,DEBIT_CARD,8768.03,
DEBIT,11/26/2024,CHIPOTLE 4527 SEATTLE WA                     11/25,-14.73,DEBIT_CARD,36715.01,
DEBIT,06/05/2025,PANDA EXPRESS 1720 LAS VEGAS NV              06/04,-14.74,DEBIT_CARD,12557.55,
DEBIT,02/24/2025,SQ *ROYAL COFFEE (RAINB Las Vegas NV         02/23,-14.82,DEBIT_CARD,43350.54,
DEBIT,09/17/2025,TACO BELL 031915 LAS VEGAS NV                09/16,-14.91,DEBIT_CARD,23405.53,
DEBIT,05/30/2025,YOGURTLAND NV110 LAS VEGAS NV                05/29,-14.96,DEBIT_CARD,13258.58,
DEBIT,06/23/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  514939  06/22,-14.98,DEBIT_CARD,17318.11,
DEBIT,12/23/2024,CRUMBL RENTON 180-14101313 UT                12/22,-14.98,DEBIT_CARD,45541.51,
DEBIT,03/23/2026,APPLE CASH SENT MONEY 877-233-8552 CA        03/21,-15,DEBIT_CARD,10899.51,
DEBIT,07/01/2025,UNLV SL SRWC LAS VEGAS NV                    06/29,-15,DEBIT_CARD,19749.92,
DEBIT,06/16/2025,THE UPS STORE 7724 702-6136343 NV            06/14,-15,DEBIT_CARD,14648.21,
DEBIT,05/02/2025,CASH APP*BARISO HUSSEIN Oakland CA           05/01,-15,DEBIT_CARD,51953.19,
DEBIT,12/17/2024,Zelle payment to Molina JPM99at2qgyl,-15,CHASE_TO_PARTNERFI,43994.47,
DEBIT,11/29/2024,Zelle payment to osman JPM99as17n6g,-15,CHASE_TO_PARTNERFI,37182.84,
DEBIT,11/10/2025,BATH AND BODY WORKS 47 LAS VEGAS NV  449047  11/08,-15.02,DEBIT_CARD,28908.68,
DEBIT,06/05/2025,McDonalds 31454 LAS VEGAS NV                 06/04,-15.05,DEBIT_CARD,12612.29,
DEBIT,04/21/2025,McDonalds 31454 LAS VEGAS NV                 04/18,-15.11,DEBIT_CARD,49654.97,
DEBIT,04/01/2025,DOMINO'S 7427 734-930-3030 NV                03/31,-15.15,DEBIT_CARD,50023.02,
DEBIT,12/24/2024,WM SUPERCENTER #2483 LAS VEGAS NV    014751  12/24,-15.15,DEBIT_CARD,44139.7,
DEBIT,11/21/2025,ULTA#1254 LAS VEGAS NV                       11/20,-15.16,DEBIT_CARD,14251.43,
DEBIT,10/24/2025,DAVES HOT CHICKEN 1257 LAS VEGAS NV          10/23,-15.16,DEBIT_CARD,26571.06,
DEBIT,06/30/2025,Subway 29654 170-26172815 NV                 06/30,-15.16,DEBIT_CARD,16401.33,
DEBIT,05/27/2025,DAVESHOTCHICKEN DAVESHOTCHICK NV             05/24,-15.16,DEBIT_CARD,13682.52,
DEBIT,11/24/2025,Amazon.com*B248Q3ZJ2 Amzn.com/bill WA        11/23,-15.17,DEBIT_CARD,14115.5,
DEBIT,09/26/2025,ALBERTSONS #0332 LAS VEGAS NV                09/25,-15.23,DEBIT_CARD,24322.31,
DEBIT,07/14/2025,DAVESHOTCHICKEN DAVESHOTCHICK NV             07/12,-15.25,DEBIT_CARD,18056.29,
DEBIT,05/27/2025,DAVESHOTCHICKEN DAVESHOTCHICK NV             05/26,-15.25,DEBIT_CARD,13537.21,
DEBIT,07/21/2025,YOGURTLAND NV 113 LAS VEGAS NV               07/18,-15.39,DEBIT_CARD,20321.4,
DEBIT,04/20/2026,QFC #5881 500 MERCER S SEATTLE WA    832733  04/19,-15.4,DEBIT_CARD,9772.84,
DEBIT,12/23/2024,DOMINO'S 7145 SEATTLE WA                     12/22,-15.43,DEBIT_CARD,45526.08,
DEBIT,11/22/2024,DOMINO'S 7145 SEATTLE WA                     11/21,-15.43,DEBIT_CARD,38072.48,
DEBIT,07/14/2025,CAFE RIO 0038 BLUE DIAM LAS VEGAS NV         07/12,-15.49,DEBIT_CARD,17970.01,
DEBIT,12/06/2024,RAINIER TERIYAKI SEATTLE WA                  12/05,-15.55,DEBIT_CARD,43448.71,
DEBIT,01/26/2026,PANERA BREAD #601785 P BARSTOW CA            01/24,-15.58,DEBIT_CARD,13578.38,
DEBIT,12/18/2024,SAFEWAY #1508 SEATTLE WA                     12/17,-15.66,DEBIT_CARD,43978.81,
DEBIT,05/05/2025,DOMINO'S 8795 KATY TX                        05/02,-15.67,DEBIT_CARD,50111.26,
DEBIT,07/18/2025,WAL-MART #2483 LAS VEGAS NV                  07/17,-15.68,DEBIT_CARD,20336.79,
DEBIT,09/12/2025,SQ *AIROMA CAFE Las Vegas NV                 09/11,-15.71,DEBIT_CARD,24593.66,
DEBIT,06/30/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  516520  06/28,-15.78,DEBIT_CARD,16441.37,
DEBIT,10/14/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  003422  10/12,-15.79,DEBIT_CARD,26224.01,
DEBIT,07/07/2025,YOGURTLAND NV110 LAS VEGAS NV                07/03,-15.91,DEBIT_CARD,18503.26,
DEBIT,10/24/2025,WALGREENS STORE 10510 LAS VEGAS NV   393567  10/23,-15.92,DEBIT_CARD,26547.28,
DEBIT,08/01/2025,MCDONALD'S F13366 SEATTLE WA                 07/31,-15.97,DEBIT_CARD,25413,
DEBIT,02/02/2026,SMITHS FOOD #436 10600 LAS VEGAS NV  681772  01/31,-15.98,DEBIT_CARD,18113.54,
DEBIT,07/02/2025,CINEMARK 486 ONLINE Las Vegas NV             07/02,-15.98,DEBIT_CARD,15879.04,
DEBIT,02/03/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  037212  02/01,-15.99,DEBIT_CARD,48711.67,
DEBIT,09/12/2025,JACK IN THE BOX 7280 LAS VEGAS NV            09/12,-16.03,DEBIT_CARD,24565.44,
DEBIT,07/29/2025,CHICKO CHICKEN BURIEN BURIEN WA              07/28,-16.07,DEBIT_CARD,19520.72,
DEBIT,01/22/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  150265  01/21,-16.08,DEBIT_CARD,44192.73,
DEBIT,02/09/2026,SAFEWAY #1508 SEATTLE WA                     02/08,-16.11,DEBIT_CARD,15844.69,
DEBIT,05/22/2026,SAFEWAY #1993 SEATTLE WA                     05/21,-16.17,DEBIT_CARD,16969.86,
DEBIT,12/15/2025,Amazon.com*3R9Q73NB3 Amzn.com/bill WA        12/14,-16.2,DEBIT_CARD,9457.15,
DEBIT,09/22/2025,Amazon.com*EI0A68TB3 Amzn.com/bill WA        09/21,-16.22,DEBIT_CARD,22488.76,
DEBIT,08/21/2025,CC* CRUMBL DURANGO CRUMBLCOOKIES UT          08/21,-16.22,DEBIT_CARD,21008.5,
DEBIT,11/17/2025,AMAZON MKTPL*B84058B Amzn.com/bill WA        11/16,-16.25,DEBIT_CARD,28327.07,
DEBIT,09/29/2025,WINGSTOP 1559 714-868-7000 NV                09/28,-16.25,DEBIT_CARD,24109.34,
DEBIT,09/22/2025,BURGER KING T3 LAS LAS VEGAS NV              09/19,-16.25,DEBIT_CARD,22660.26,
DEBIT,09/22/2025,PEI WEI T3 FC1 LAS LAS VEGAS NV              09/19,-16.25,DEBIT_CARD,22676.51,
DEBIT,06/30/2025,Subway 29654 170-26172815 NV                 06/28,-16.25,DEBIT_CARD,16588.3,
DEBIT,05/30/2025,WINGSTOP 1559 714-868-7000 NV                05/29,-16.25,DEBIT_CARD,13283.54,
DEBIT,05/19/2025,WINGSTOP 1559 714-868-7000 NV                05/16,-16.25,DEBIT_CARD,41425.7,
DEBIT,12/24/2024,DOLLARTREE LAS VEGAS NV              054389  12/24,-16.26,DEBIT_CARD,44154.85,
DEBIT,02/13/2026,TST* MENDOCINO FARMS - SEATTLE WA            02/13,-16.28,DEBIT_CARD,17932.87,
DEBIT,06/01/2026,TST*GARLIC CRUSH BELLEV Bellevue WA          05/31,-16.38,DEBIT_CARD,20782.76,
DEBIT,05/26/2026,CHIPOTLE 0469 BELLEVUE WA                    05/24,-16.43,DEBIT_CARD,16684.79,
DEBIT,04/17/2026,DAVESHOTCHICKEN DAVESHOTCHICK WA             04/17,-16.53,DEBIT_CARD,9855.63,
DEBIT,10/27/2025,SGRIZZI RISTORANTE & B LAS VEGAS NV          10/25,-16.56,DEBIT_CARD,26467.62,
DEBIT,10/10/2025,ALBERTSONS #0332 LAS VEGAS NV                10/09,-16.61,DEBIT_CARD,26772.75,
DEBIT,02/18/2025,SAFEWAY #1508 SEATTLE WA                     02/14,-16.62,DEBIT_CARD,50996.51,
DEBIT,01/09/2026,TARGET T-2164 LAS VEGAS NV           050202  01/09,-16.81,DEBIT_CARD,13390.74,
DEBIT,12/03/2024,KFC/TB #333 SEATTLE WA                       12/02,-16.84,DEBIT_CARD,38207.19,
DEBIT,07/24/2025,IN-N-OUTLV-BLUEDIAMOND LAS VEGAS NV          07/23,-16.85,DEBIT_CARD,19942.57,
DEBIT,12/16/2025,ARCO 907002 LAS VEGAS NV             879969  12/16,-16.91,DEBIT_CARD,8798.79,
DEBIT,07/28/2025,SHAKE SHACK LAS LAS VEGAS NV                 07/26,-16.99,DEBIT_CARD,19701.48,
DEBIT,01/05/2026,SMITHS FOOD #436 10600 LAS VEGAS NV  472837  01/02,-17.07,DEBIT_CARD,13832.69,
DEBIT,12/24/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  662810  12/24,-17.07,DEBIT_CARD,11293.05,
DEBIT,08/18/2025,EZELLS FAMOUS CHICKEN R SEATTLE WA           08/16,-17.09,DEBIT_CARD,24370.41,
DEBIT,08/04/2025,TAQUERIA LOS POTRILLOS SEATTLE WA            08/01,-17.16,DEBIT_CARD,22562.75,
DEBIT,12/09/2024,TAQUERIA LOS POTRILLOS SEATTLE WA            12/07,-17.16,DEBIT_CARD,43376.71,
DEBIT,04/14/2025,JOLLIBEE SEATTLE WA                          04/11,-17.17,DEBIT_CARD,49125.79,
DEBIT,12/10/2024,JOLLIBEE SEATTLE WA                          12/09,-17.17,DEBIT_CARD,43347.07,
DEBIT,12/18/2025,CHICK-FIL-A #03687 LAS VEGAS NV              12/16,-17.2,DEBIT_CARD,8750.83,
DEBIT,04/14/2025,RAINIER TERIYAKI SEATTLE WA                  04/10,-17.3,DEBIT_CARD,49154.51,
DEBIT,09/19/2025,ROSS STORES #1036 LAS VEGAS NV               09/18,-17.33,DEBIT_CARD,22727.08,
DEBIT,05/12/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  460382  05/11,-17.47,DEBIT_CARD,41658.76,
DEBIT,12/08/2025,WM SUPERCENTER #2483 LAS VEGAS NV    031538  12/08,-17.48,DEBIT_CARD,9758.49,
DEBIT,02/19/2025,TACO BELL 031915 LAS VEGAS NV                02/18,-17.5,DEBIT_CARD,43428.97,
DEBIT,09/03/2025,DOLLAR TREE LAS VEGAS NV             031138  09/03,-17.51,DEBIT_CARD,22325.88,
DEBIT,05/04/2026,ALADDIN GYRO RESTAURANT SEATTLE WA           05/02,-17.53,DEBIT_CARD,11482.04,
DEBIT,08/29/2025,ARCO#07013ARCO #07013 SEATTLE WA     503000  08/29,-17.6,DEBIT_CARD,22006.7,
DEBIT,06/08/2026,FOB POKE BAR BELLEVUE WA                     06/06,-17.64,DEBIT_CARD,18459.41,
DEBIT,05/27/2026,DOMINO'S 7145 SEATTLE WA                     05/26,-17.64,DEBIT_CARD,16322.47,
DEBIT,11/29/2024,GRUBHUB*ALBASHA GRUBHUB.COM NY               11/29,-17.64,DEBIT_CARD,37690.32,
DEBIT,02/10/2025,TST* SUPREME WINGS SEATTLE WA                02/10,-17.65,DEBIT_CARD,47995.27,
DEBIT,09/29/2025,SAFEWAY #1508 SEATTLE WA                     09/26,-17.69,DEBIT_CARD,24138.38,
DEBIT,11/26/2024,SAFEWAY #1508 SEATTLE WA                     11/25,-17.73,DEBIT_CARD,36729.74,
DEBIT,01/07/2025,GOODWILL OF SOUTHERN N 702-2142055 NV        01/06,-17.97,DEBIT_CARD,39994.82,
DEBIT,10/14/2025,3 LITTLE CHICKS LAS VEGAS NV                 10/10,-18.15,DEBIT_CARD,26649.68,
DEBIT,04/23/2025,SO PT STEAK N SHAKE LAS VEGAS NV             04/22,-18.15,DEBIT_CARD,49495.84,
DEBIT,12/23/2024,QDOBA 1775 SEATTLE WA                        12/22,-18.18,DEBIT_CARD,45507.9,
DEBIT,12/01/2025,WAL-MART #4356 LAS VEGAS NV                  11/30,-18.19,DEBIT_CARD,14524.8,
DEBIT,08/25/2025,TST* QAMARIA YEMENI COF REDMOND WA           08/25,-18.2,DEBIT_CARD,20693.9,
DEBIT,04/28/2025,WALMART PAY LAS VEGAS NV                     04/28,-18.22,DEBIT_CARD,50890.82,
DEBIT,05/18/2026,MADRONA GROCERY OUTLET SEATTLE WA    311486  05/16,-18.24,DEBIT_CARD,14324.08,
DEBIT,03/09/2026,DAVES HOT CHICKEN 1060 EUGENE OR             03/07,-18.24,DEBIT_CARD,11545.53,
DEBIT,02/02/2026,PXP OPERATIONS (PIZZA) LAS VEGAS NV          01/31,-18.28,DEBIT_CARD,18032.86,
DEBIT,02/13/2026,TST*THE SALMON COOKER Seattle WA             02/12,-18.35,DEBIT_CARD,17914.52,
DEBIT,05/05/2025,10423 CAVA GREENHOUSE HOUSTON TX             05/04,-18.35,DEBIT_CARD,49937.75,
DEBIT,09/02/2025,SAFEWAY FUEL1508 SEATTLE WA                  08/31,-18.39,DEBIT_CARD,20628.14,
DEBIT,03/03/2025,STREET TACOS AL VAPOR # LAS VEGAS NV         02/27,-18.41,DEBIT_CARD,49906.46,
DEBIT,01/05/2026,HHC - BLUE DIAMOND LAS VEGAS NV              01/01,-18.42,DEBIT_CARD,13885.6,
DEBIT,10/14/2025,TST*ANGRY CHICKZ - VEGA Las Vegas NV         10/12,-18.42,DEBIT_CARD,26421.95,
DEBIT,09/03/2025,FIVE BELOW 1360 LAS VEGAS NV                 09/02,-18.42,DEBIT_CARD,24076.89,
DEBIT,07/21/2025,TST*ANGRY CHICKZ - VEGA Las Vegas NV         07/20,-18.42,DEBIT_CARD,20197.78,
DEBIT,06/01/2026,DAVESHOTCHICKEN DAVESHOTCHICK WA             05/30,-18.73,DEBIT_CARD,20820.17,
DEBIT,05/08/2026,SHAWARMA SHACK SEATTLE WA                    05/07,-18.74,DEBIT_CARD,14458.3,
DEBIT,08/01/2025,RAINIER TERIYAKI SEATTLE WA                  07/30,-18.85,DEBIT_CARD,25499.75,
DEBIT,10/06/2025,AMAZON MKTPL*NV73R0N Amzn.com/bill WA        10/05,-18.89,DEBIT_CARD,24664.28,
DEBIT,08/27/2025,WAL-MART #3053 EVERETT WA                    08/26,-18.94,DEBIT_CARD,19557.16,
DEBIT,07/16/2025,Subway 29654 170-26172815 NV                 07/15,-18.95,DEBIT_CARD,17674.87,
DEBIT,09/08/2025,HUI LAU SHAN LAS VEGAS NV                    09/07,-18.97,DEBIT_CARD,21934.86,
DEBIT,06/11/2026,WENDYS 1556 SEATTLE WA                       06/10,-18.98,DEBIT_CARD,18021.18,
DEBIT,08/04/2025,STIR FRY 88 & NORI JAPA AUBURN CA            08/02,-19.06,DEBIT_CARD,22531.59,
DEBIT,02/10/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  335416  02/08,-19.12,DEBIT_CARD,48057.1,
DEBIT,02/18/2025,SAFEWAY #1508 SEATTLE WA                     02/14,-19.16,DEBIT_CARD,51013.13,
DEBIT,08/27/2025,SQ *COFFEEHOLIC HOUSE Seattle WA             08/26,-19.31,DEBIT_CARD,19576.1,
DEBIT,07/17/2025,WALGREENS STORE 10510 LAS VEGAS NV   931717  07/16,-19.31,DEBIT_CARD,17645.86,
DEBIT,11/18/2024,EZELLS FAMOUS CHICKEN R SEATTLE WA           11/16,-19.37,DEBIT_CARD,38257.49,
DEBIT,09/29/2025,SAFEWAY #1664 BURIEN WA                      09/26,-19.38,DEBIT_CARD,24176.96,
DEBIT,12/29/2025,O'REILLY 6036 LAS VEGAS NV           962186  12/27,-19.49,DEBIT_CARD,10731.6,
DEBIT,10/27/2025,SEAFOOD CITY SUPERMARK LAS VEGAS NV  849470  10/25,-19.58,DEBIT_CARD,26382.69,
DEBIT,08/18/2025,CHICK-FIL-A #04094 TUKWILA WA                08/16,-19.59,DEBIT_CARD,24425.51,
DEBIT,02/17/2026,SAFEWAY #1508 SEATTLE WA                     02/14,-19.71,DEBIT_CARD,15134.45,
DEBIT,03/18/2025,SPEEDEE MART 115 LAS VEGAS NV        729663  03/17,-19.76,DEBIT_CARD,48511.02,
DEBIT,05/04/2026,SQ *SAHARACAFE Tukwila WA                    05/03,-19.82,DEBIT_CARD,11376.73,
DEBIT,04/27/2026,DOMINO'S 7145 206-926-4191 WA                04/24,-19.84,DEBIT_CARD,11297.61,
DEBIT,03/10/2025,WHOLEFDS LVB 102 6689 LAS VEGAS NV   100367  03/09,-19.98,DEBIT_CARD,45453.83,
DEBIT,05/29/2026,CASH APP*YUSUF MAH Oakland CA                05/29,-20,DEBIT_CARD,17674.03,
DEBIT,04/20/2026,UNCLE IKES CAR WASH SEATTLE WA               04/16,-20,DEBIT_CARD,9835.63,
DEBIT,03/27/2026,Zelle payment to Bilal JPM99cat90l9,-20,CHASE_TO_PARTNERFI,11655.63,
DEBIT,03/23/2026,APPLE CASH SENT MONEY 877-233-8552 CA        03/21,-20,DEBIT_CARD,10919.51,
DEBIT,03/23/2026,SCC ONLINE PARKING SEATTLE WA                03/20,-20,DEBIT_CARD,11158,
DEBIT,03/12/2026,SQ *MUSLIM ASSOCIATION Seattle WA            03/12,-20,DEBIT_CARD,11117.47,
DEBIT,02/26/2026,Zelle payment to Tiffany JPM99c72bhhb,-20,CHASE_TO_PARTNERFI,10436.17,
DEBIT,02/09/2026,THEMASJIDAPP.NET 194-92372903 NV             02/06,-20,DEBIT_CARD,15890.9,
DEBIT,01/20/2026,ATM WITHDRAWAL                       003260  01/206920 ARRO,-20,ATM,16049.43,
DEBIT,11/17/2025,Zelle payment to David Pakring JPM99buvupf1,-20,CHASE_TO_PARTNERFI,28398.57,
DEBIT,09/02/2025,SQ *YUNOMI MATCHA PORTL Portland OR          09/01,-20,DEBIT_CARD,20608.14,
DEBIT,08/22/2025,Zelle payment to Kiesha 25947683033,-20,QUICKPAY_DEBIT,20885.88,
DEBIT,07/14/2025,GoFundMe Help Bring I GOFUNDME.COM CA        07/12,-20,DEBIT_CARD,18178.72,
DEBIT,07/07/2025,THEMASJIDAPP.NET 194-92372903 NV             07/05,-20,DEBIT_CARD,18467.98,
DEBIT,04/01/2025,APPLE CASH SENT MONE 1INFINITELOOP CA        03/31,-20,DEBIT_CARD,50038.17,
DEBIT,03/31/2025,Zelle payment to Harun Lil JPM99b35lq3s,-20,CHASE_TO_PARTNERFI,47386.22,
DEBIT,03/31/2025,Zelle payment to Hanan JPM99b34qr9i,-20,CHASE_TO_PARTNERFI,47496.78,
DEBIT,03/31/2025,Zelle payment to Abbas JPM99b340bs0,-20,CHASE_TO_PARTNERFI,47516.78,
DEBIT,03/31/2025,Zelle payment to Ameer JPM99b33mq4n,-20,CHASE_TO_PARTNERFI,47536.78,
DEBIT,03/31/2025,Zelle payment to Nazira Twin JPM99b338m2q,-20.01,CHASE_TO_PARTNERFI,47592.2,
